EventId,EventTemplate,Occurrences
8a77d6fb,ciod : Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map : Permission denied,1
613d0b9f,ciod : Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,1
e3a61d09,"rts : kernel terminated for reason 1001rts : bad message header : invalid cpu , type = <*> , cpu = <*> , index = <*> , total = <*>",1
1ae4a1e2,<*> floating point alignment exceptions,121
71985455,New ido chip inserted into the database : FF : F2 : 9F : <*> : <*> : <*> : <*> : 0D : <*> : <*> : <*> : <*> ip = <*> v = <*> t = <*>,3
12c46e92,NodeCard is not fully functional,1
8f6827ba,"Node card status : ALERT <*> , ALERT <*> , ALERT <*> , ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",1
4c8cb0a5,"Node card VPD check : <*> node in processor card slot <*> do not match. VPD ecid <*> , found <*>",9
ddbf6e6a,"idoproxydb hit ASSERT condition : ASSERT expression = <*> Source file = idotransportmgr.cpp Source line = <*> Function = int IdoTransportMgr : : SendPacket(IdoUdpMgr* , BglCtlPavTrace*)",35
b18be6d2,Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,5
40012a34,"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2) , mCardSernum(203231503833343000000000594c31304b34333431303158) , mLp(FF : F2 : 9F : <*> : CF : 0F : <*> : 0D : <*> : E9 : <*> : F0) , mIp(10.2.2.80) , mType(4)) as part of Service Action <*>",1
ee5a6cae,rts tree/torus link training failed : wanted : B C X+ X- Y+ Y- Z+ Z- got : B C X- Y- Z+ Z-,1
0abbf6c0,<*> tree receiver <*> in re-synch state event(s) (dcr 0x019a) detected,3
2707cb96,"ciod : Error loading <*> : invalid or missing program image , Exec format error",17
23f713c5,ciod : Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> : Link has been severed,9
dd6e0d48,rts : kernel terminated for reason <*>,6
671779ae,ciod : generated <*> core files for program <*>,30
1b700d02,iar <*> dear <*>,208
e29d5f29,"NFS Mount failed on <*> , slept <*> seconds , retrying (1)",2
f80a5ed5,Lustre mount FAILED : <*> : point /p/gb1,9
9e3aef92,ciod : pollControlDescriptors : Detected the debugger died.,3
09707dac,"ciod : In packet from node 91.0 (R62-M1-Nf-C : J03-U11) , message code <*> is not <*> or <*> (softheader = 003b005b <*> <*> 00000000)",1
ea3efa0b,suppressing further interrupts of same type,2
144b8e8d,rts : bad message header : expecting type <*> instead of type <*> (softheader = 00131db8 81aa0003 <*> 00000000) PSR0 = 00001f01 PSR1 = <*> PRXF = <*> PIXF = <*>,1
db761e8e,critical input interrupt (unit = 0x0b bit = <*> : warning for torus <*> wire,2
b32d1a78,"ciod : Error loading <*> : invalid or missing program image , Permission denied",19
f3eed4bf,data cache search parity error detected. attempting to correct,6
a828f891,shutdown complete,1
4e2f699a,"Error receiving packet on tree network , expecting type <*> instead of type <*> (softheader = <*> <*> <*> 00000000) PSR0 = <*> PSR1 = <*> PRXF = <*> PIXF = <*>",5
5f1ce04e,<*> L3 EDRAM error(s) (dcr 0x0157) detected and corrected,1
3a237b12,"critical input interrupt (unit = 0x0b bit = 0x0a) : warning for torus z+ wire , suppressing further interrupts of same type",2
bbb20c30,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,2
0b9174ea,"ciod : Received signal <*> , code = <*> , errno = <*> , address = <*>",16
4f1ef491,Lustre mount FAILED : <*> : block_id : location,2
2370d67a,MACHINE CHECK DCR read timeout (mc = e08x iar 0x00000000 lr 0xc00045a4),7
4156a3dd,"ciod : Error reading message prefix on CioStream socket to <*> , Connection timed out",2
4390293d,"ciod : Error reading message prefix on CioStream socket to <*> , Connection reset by peer",4
d82f2f4d,dbcr0 = 0x00000000 dbsr = 0x00000000 ccr0 = 0x40002000,1
fbacb084,"ciod : Error reading message prefix on CioStream socket to <*> , Link has been severed",8
37d65662,r24 = 0x0ffea4c8 r25 = 0x00000003 r26 = 0x0000000f r27 = 0xffffd000,1
f11a9859,<*> tree receiver <*> in re-synch state event(s) (dcr 0x0185) detected over <*> seconds,2
322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,51
230231a1,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts , <*> microseconds max time in a critical input interrupt.",71
0217b6a3,"<*> ddr error(s) detected and corrected on rank <*> , symbol <*> over <*> seconds",7
ffd06aa7,"PrepareForService shutting down Node card(mLctn(R10-M1-N2) , mCardSernum(203231503833343000000000594c31304b34323934303257) , mLp(FF : F2 : 9F : <*> : E0 : DA : <*> : 0D : <*> : E9 : 1F : 25) , mIp(10.1.1.164) , mType(4)) as part of Service Action <*>",1
8f156e70,"Kernel detected <*> integer alignment exceptions <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*> <*> iar <*> , dear <*>",9
8df7ac9e,total of <*> ddr error(s) detected and corrected over <*> seconds,4
64d56eed,minus normalized number..................0,1
c56cf501,fraction rounded.........................0,1
d8eeaa0c,"critical input interrupt (unit = 0x0b bit = 0x17) : warning for tree C1 wire , suppressing further interrupts of same type",1
f848d6c7,size of scratchpad portion of L3.........0 (0M),1
4bff1de2,ciod : LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed : Input/output error,1
eaa56c2c,<*> L3 EDRAM error(s) (dcr 0x0157) detected and corrected over <*> seconds,1
00e33f87,"ciod : Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe : program image too big , <*> > <*>",1
32ec461f,fpr29 = 0xffffffff ffffffff ffffffff ffffffff,1
b28079bf,Machine State Register : 0x0002f900,1
