EventId,EventTemplate,Occurrences
bc377845,<*> : <*> : <*> <*> signalled err = -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/ <*> /Sources/CoreMedia/ <*> /Prototypes/Player/FigPlayer_Async.c line <*>,9
dceb8db9,KeychainGetICDPStatus : keychain : -25300,14
1c112b85,host connection <NSXPCConnection : 0x7fddbbb015c0> connection from pid <*> invalidated,1
8ecb8340,Error in CoreDragRemoveReceiveHandler : -1856,1
78db7f76,ARPT : <*> : wl0 : leaveModulePoweredForOffloads : Wi-Fi will stay on.,9
d414287e,"ARPT : <*> : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , 'ExternalConnected' : Yes , 'TimeRemaining' : <*> ,",3
89879663,Captive : CNPluginHandler en0 : Inactive,4
fee107bd,in6_unlink_ifa : IPv6 address <*> has no prefix,9
edac156e,"PBRequester failed with Error Error Domain = NSURLErrorDomain Code = -1001 "" The request timed out. "" UserInfo = {NSUnderlyingError = <*> {Error Domain = kCFErrorDomainCFNetwork Code = -1001 "" The request timed out. "" UserInfo = {NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorCodeKey = -2102 , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The request timed out.}} , NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = -2102 , NSLocalizedDescription = The request timed out.}",2
e2e47dba,"device_generate_lock_screen_screenshot : authw <*> , <*> , <*> , <*> shield <*> , dev [1440 , 900]",3
5e836e20,<*> <*> <*> [lvl = 2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
a98dcd60,<*> : <*> : <*> FigAgglomeratorSetObjectForKey signalled err = -16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/ <*> /Sources/CoreMedia/ <*> /Prototypes/LegibleOutput/FigAgglomerator.c line <*>,11
38cc1980,<*> : <*> : <*> : BTLE scanner Powered Off,4
5fb724b5,"PBRequester failed with Error Error Domain = NSURLErrorDomain Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSUnderlyingError = <*> {Error Domain = kCFErrorDomainCFNetwork Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorCodeKey = <*> , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}} , NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}",3
61236f99,ARPT : <*> : AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,7
3f143fab,Received Capture Event,15
ee4abbb4,<*> : <*> : <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted : unexpected preroll-complete notification,23
9d914035,"Configuration Notice : ASL Module "" <*> "" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
2e5f8b12,<*> : <*> : <*> : Scanning mode Contacts Only,7
9d73cf15,<*> : <*> : <*> : BTLE scanning stopped,2
b35055fa,wake time set <*> s,3
3161ee1d,[HID] [MT] MTActuatorManagement : : getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
b55bb91d,AppleCamIn : : handleWakeEvent_gated,15
d1362ebb,<*> : <*> : <*> : Purged contact hashes,2
95013554,<*> : <*> : <*> : BTLE scanning started,2
b59add5a,"IOPMrootDomain : idle cancel , state <*>",3
a96b45b8,ARPT : <*> : ARPT : Wake Reason : Wake on TCP Timeout,2
304bac01,"hibernate_alloc_pages act <*> , inact <*> , anon <*> , throt <*> , spec <*> , wire <*> , wireinit <*>",2
8e41ac0c,<*> done : last_valid_compact_indx <*>,3
1846d156,enabling pid = <*> for plug-in <*> (1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/ <*>,1
2b927e17,"<*> .730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl = 2] -[KSAgentApp performSelfUpdateWithEngine : ] Checking for self update with Engine : <KSUpdateEngine : 0x10062de70 ticketStore = <KSPersistentTicketStore : 0x1005206e0 store = <KSKeyedPersistentStore : 0x1005282c0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore "" lockFile = <KSLockFile : 0x100510480 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/ <*> "" locked = NO > >> processor = <KSActionProcessor : 0x10062e060 delegate = <KSUpdateEngine : 0x10062de70> isProcessing = NO actionsCompleted = <*> progress = 0.00 errors = <*> currentActionErrors = <*> events = <*> currentActionEvents = <*> actionQueue = ( ) > delegate = (null) serverInfoStore = <KSServerPrivateInfoStore : 0x10062d2d0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers "" > errors = <*> >",1
edeae1dd,<*> .940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl = 2] -[KSOmahaServer updateInfosForUpdateResponse : updateRequest : infoStore : upToDateTickets : updatedTickets : events : errors : ] Response passed CUP validation.,1
fffb2f9d,"Opened file <*> , size <*> , extents <*> , maxio <*> ssd <*>",3
32a2d161,"NETWORK : no response from server , reachability , <*> , queryRetries , <*>",4
58837736,"Unexpected payload found for message <*> , dataLen <*>",2
a8f7ad6a,CCFile : : captureLog,17
5cd05322,en0 : Supported channels <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,4
a160f0bd,ARPT : <*> : AirPort_Brcm43xx : : powerChange : System Wake - Full Wake/ Dark Wake / Maintenance wake,12
49a3bab2,Internal name did not resolve to internal address!,1
59b00096,Service exited with abnormal code : <*>,1
e8fc3aab,Central manager is not powered on,1
cf7f7ec9,"CCFile : : captureLogRun Skipping current file Dir file <*> , <*> , <*> , Current File <*> , <*> , <*>",31
002e432e,"CCFile : : copyFile fileName is <*> , <*> , <*> , source path : /var/log/CoreCapture/ <*> <*> , <*> , <*> , dest path : /Library/Logs/CrashReporter/CoreCapture/ <*> <*> , <*> , <*> = AssocFail : sts : 2_rsn : <*> , <*> , <*>",4
c583148f,ARPT : <*> : framerdy 0x0 bmccmd <*> framecnt <*>,8
b330c15a,<IMMacNotificationCenterManager : 0x7ff1b2e00ba0> : DND Enabled : YES,1
4c343811,<*> : <*> : <*> : Starting AirDrop server for user <*> on wake,2
9e4b0c19,ARPT : <*> : wl0 : setup_keepalive : Remote IP : <*>,8
5149a9eb,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead : ByteStream read of <*> bytes @ <*> took 1.053312 secs. to complete , <*> reads > = <*> sec.",1
3983e29e,network changed : v4(en0 : <*> ) v6(en0! : <*> : f140 : <*> : <*> : f1dc : a608 : <*> : 19ad) DNS Proxy SMB,1
d6337bb0,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
77d89191,"CCFile : : copyFile fileName is <*> , <*> , <*> , source path : /var/log/CoreCapture/ <*> <*> , <*> , <*> , dest path : /Library/Logs/CrashReporter/CoreCapture/ <*> <*> , <*> , <*> = AuthFail : sts : <*> : <*> , <*> , <*>",17
f11f980f,"CCLogTap : : profileRemoved , Owner : <*> , Name : OneStats",1
e5bec8ad,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead : ByteStream read of <*> bytes @ <*> took <*> sec. to complete , <*> reads > = 0.5 sec.",2
e708fef0,network changed : v6(en0- : <*> : f140 : <*> : <*> : d8d1 : d506 : <*> : 43e4) DNS- Proxy-,1
aedf9975,ARPT : <*> : wlc_dump_aggfifo :,6
a52cc23a,<*> : <*> : <*> <<<< CRABS >>>> crabsFlumeHostUnavailable : [0x7f961cf08cf0] Byte flume reports host unavailable.,2
0b0e3880,"doSaveChannels@286 : Will write to : <*> , <*> , <*> - AuthFail : sts : 5_rsn : 0.xml",4
c2fd4467,tcp_connection_destination_perform_socket_connect <*> connectx to <*> @0 failed : [51] Network is unreachable,1
0de6b8d2,"[CardDAVPlugin-ERROR] -getPrincipalInfo : [_controller supportsRequestCompressionAtURL : https : //13957525385%40163.com@ <*> /874161398/principal/] Error Domain = NSURLErrorDomain Code = -1001 "" The request timed out. "" UserInfo = {NSUnderlyingError = 0x7f9af3646900 {Error Domain = kCFErrorDomainCFNetwork Code = -1001 "" The request timed out. "" UserInfo = {NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorCodeKey = -2102 , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The request timed out.}} , NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = -2102 , NSLocalizedDescription = The request timed out.}",1
5d46a893,hibernate image path : /var/vm/sleepimage,2
033571d6,hibernate_flush_memory : buffer_cache_gc freed up <*> wired pages,2
d911dadc,"hibernate_machine_init pagesDone <*> sum2 <*> , time : <*> ms , disk(0x20000) <*> Mb/s , comp bytes : <*> time : <*> ms <*> Mb/s , crypt bytes : <*> time : <*> ms <*> Mb/s",2
b2cad30f,ASSERTION FAILED : dvcAddrRef ! = ((void *)0) -[DriverServices getDeviceAddress : ] line : <*>,4
164db6d5,hibernate_machine_init reading,2
86b99cc5,assertion failed : 15G1510 : <*> + <*> [10D2E324-788C-30CC-A749-55AE67AEC7BC] : 0x7fc235807b90,3
b55176d9,jemmytest,10
2bd47c8f,<*> took <*> ms,3
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,2
15e691e2,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,1
068626ae,hciControllerOnline ; HID devices? <*>,1
c17f6d5d,INIT -- Host controller is published,2
ff952dec,"polled file major <*> , minor <*> , blocksize <*> , pollers <*>",3
d960bc67,BuildActDeviceEntry exit,2
6fc3ba03,"ARPT : 683604.474196 : IOPMPowerSource Information : onSleep , SleepType : Standby , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,",1
eda92f2d,AppleActuatorHIDEventDriver : message service is terminated,1
fdb9ec31,"CCFile : : captureLog Received Capture notice id : 1499133420.914478 , reason = DeauthInd : sts : 0_rsn : <*>",1
34fcefec,payload Data <*> <*>,1
ef40e6bc,WARNING : hibernate_page_list_setall skipped <*> xpmapped pages,2
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
773e06a3,BuildActDeviceEntry enter,2
c55bfc85,(ImportBailout.Error : 1331) Asked to exit for Diskarb,1
4e0f59cc,<*> .378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl = 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) : {( <KSTicket : 0x10053b310 productID = <*> version = <*> xc = <KSPathExistenceChecker : 0x10053ac30 path = /Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url = https : // <*> /service/update2 creationDate = <*> ticketVersion = <*> > )} Using server : <KSOmahaServer : 0x100248090 engine = <KSUpdateEngine : 0x1007249c0> >,1
fca44f7c,KeychainGetICDPStatus : status : off,8
a2c51c47,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> <*> oder.xpc/Contents/MacOS/ <*> <*> oder error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>",3
ddd02900,ARPT : <*> : AirPort_Brcm43xx : : powerChange : System Sleep,17
276998fe,Checking iCDP status for DSID <*> (checkWithServer = 0),1
46bf847a,network changed : <*> <*> <*> <*> v6(en0- : <*> : f140 : <*> : <*> : c6b3 : 1ff : fecd : 467f) DNS- Proxy-,2
31d20ea1,network changed : DNS*,1
99ee415a,"<*> .924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl = 2] +[KSCodeSigningVerification verifyBundle : applicationId : error : ] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[ <*> ] exists and certificate leaf[ <*> ] exists and certificate leaf[subject.OU] = "" EQHXZ8M8AV "" and (identifier = "" <*> "" )'",1
4db3862b,<*> .121 ksfetch[34604/0x7fff79824000] [lvl = 2] main() ksfetch done fetching.,1
d382d648,network changed : v4(en0! : <*> ) DNS+ Proxy+ SMB,1
e533e34c,-[SOAPParser : <*> parser : didStartElement : namespaceURI : qualifiedName : attributes : ] Type not found in EWSItemType for ExchangePersonIdGuid (t : ExchangePersonIdGuid),4
be17cecd,"CCFile : : captureLog Received Capture notice id : <*> , reason = AssocFail : sts : <*> : <*>",3
2d29edc3,"CCLogTap : : profileRemoved , Owner : <*> , Name : IO80211AWDLPeerManager",2
5a5f25d8,extension <*> -> (null),1
60ac942b,"[Accounts] Current connection , <NSXPCConnection : <*> connection from pid <*> , doesn't have account access.",2
96c46032,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8 , error : Error Domain = ABAddressBookErrorDomain Code = <*> "" (null) """,2
dcbf6024,Session <*> created,1
cd52f46e,"<*> <*> <*> [lvl = 2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate : ] KSOutOfProcessFetcher fetch ended for URL : "" https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> """,3
ce6761e0,CGXDisplayDidWakeNotification <*> : posting kCGSDisplayDidWake,3
dfcdcbbe,Peripheral manager is not powered on,3
