EventId,EventTemplate,Occurrences
2300a3a9,Screen frozen for +1s0ms due to Window{ <*> u0 <*> <*> . <*> },1
4bea79c0,startAnimation begin,1
d8791e4b,startAnimation end,1
293869bf,"release : lock = <*> , flg = <*> , tag = "" SCREEN_FROZEN "" , name = android "" , ws = null , uid = <*> , pid = <*>",1
d04f161f,remove(PendingIntent{ <*> : PendingIntentRecord{ <*> <*> broadcastIntent}}) changed bounds ; rebatching,2
b388c79d,"rotationForOrientationLw(orient = <*> , last = <*> ) ; user = <*> USER_ROTATION_LOCKED",3
f8b97c57,"Application requested orientation <*> , got rotation <*> which has compatible metrics",3
0a50042c,"acquire lock = <*> , flags = <*> , tag = "" RILJ_ACK_WL "" , name = <*> , ws = null , uid = <*> , pid = <*>",10
78791997,shouldBlockLocation running ...,37
3dabbd2b,shouldBlockLocation ret : false,33
c22c4fc5,getNeighboringCellInfo calling app is <*>,5
37b362ad,"release : lock = <*> , flg = <*> , tag = "" RILJ_ACK_WL "" , name = <*> "" , ws = null , uid = <*> , pid = <*>",7
d810e394,"release : lock = <*> , flg = <*> , tag = "" AudioMix "" , name = audioserver "" , ws = null , uid = <*> , pid = <*>",6
27415db4,"Releasing suspend blocker "" PowerManagerService.WakeLocks "" .",33
956ace7c,HBM brightnessIn = <*>,85
b46f4fb2,HBM brightnessOut = <*>,85
2ab465d4,"Animating brightness : target = <*> , rate = <*>",85
482e1e93,suspendAutohide,23
7cb46105,interceptKeyTq keycode = <*> interactive = true keyguardActive = false policyFlags = <*> down true canceled false,7
41aecd72,"interceptKeyBeforeQueueing : key <*> , result : <*>",14
8d7445f8,resumeSuspendedAutohide,10
4232f6cf,interceptKeyTq keycode = <*> interactive = true keyguardActive = false policyFlags = <*> down false canceled false,7
eeec1449,querySoundEffectsEnabled...,17
b735e558,"acquire lock = <*> , flags = <*> , tag = "" *launch* "" , name = android , ws = WorkSource{ <*> } , uid = <*> , pid = <*>",8
197256cc,"Acquiring suspend blocker "" PowerManagerService.WakeLocks "" .",33
f0eb2f2f,Bad activity token : <*> @ <*>,1
ecbfccea,<*> : <*> cannot be cast to <*> $Token,1
e8374815,"onTouchEvent : : <*> , x = <*> . <*> , y = <*> . <*>",2
ade15b9a,schedulePeek,1
33c7b245,getRingtonePlayer...,2
fc0e9d38,disable : < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,3
43e0f320,"updateLightsLocked , mInCall = false , mScreenOn = true , ledNotification = = <*>",6
5cdec6b0,"updateLightsLocked , turn off notificationLight",6
6fc9d69c,"overlapAmount : <*> . <*> , previousNotificationEnd : <*> . <*> , newYTranslation : - <*> . <*> , location : <*> , i : <*> , getTopPadding : <*> . <*> , getLocationOnScreen() : - <*>",13
92bf0b8b,"state.clipTopAmount : <*> , i : <*>",13
f786464d,"updateClipping isOverlap : true , getTopPadding = <*> . <*> , Translation = - <*> . <*>",13
34ed8289,updateDimmedActivatedHideSensitive overlap : true,13
f02115d0,onExpandingStarted,2
cd7563b4,onTrackingStarted,1
0b395d93,cancelPeek : false,20
f5f17e83,"flingToHeight : vel = <*> . <*> , expand = true , target = <*> . <*> , collapseSpeedUpFactor = <*> . <*> , expandBecauseOfFalsing = false",1
27b5c264,onTrackingStopped : true,1
b5721111,onExpandingFinished,2
429ca1da,Sending non-protected broadcast <*> from system <*> : <*> <*> pkg <*>,2
dac08128,logNotificationVisibilityChanges runInThread start,6
fbd5de68,onNotificationVisibilityChanged called,6
eda14053,logNotificationVisibilityChanges runInThread over,6
6ed37c98,isSimPinSecure mSimDatas is null or empty,1
2f983de0,registerCallback not in UI.,3
5ca052b7,<*> : Must execute in UI,3
a8099307,*** <*> callback for <*> <*> itor@ <*>,2
3ad5a38d,*** unregister callback for null,1
56894506,[PhoneIntfMgr] getDataEnabled : subId = <*> phoneId = <*>,1
ddc5411c,[PhoneIntfMgr] getDataEnabled : subId = <*> retVal = true,1
dbdde151,"onInterceptTouchEvent MotionEvent { action = <*> , actionButton = <*> , id[ <*> ] = <*> , x[ <*> ] = <*> . <*> , y[ <*> ] = <*> . <*> , toolType[ <*> ] = TOOL_TYPE_FINGER , buttonState = <*> , metaState = <*> , flags = <*> , edgeFlags = <*> , pointerCount = <*> , historySize = <*> , eventTime = <*> , downTime = <*> , deviceId = <*> , source = <*> } , mBlockTouches = false",4
13fc8498,playSoundEffect effectType : <*>,10
1b4d6cec,"animateCollapsePanels : flags = <*> , force = true , delayed = true , mExpandedVisible = true",2
a59e79ed,START u0 <*> = <*> <*> <*> <*> cmp = <*> <*> (has extras)} from uid <*> on display <*>,2
0f7b0a72,"ActivityRecord info : ActivityInfo{ <*> <*> } , euid : <*>",4
06c4f169,onNotificationClick called,2
c56fadbe,"cancelNotification , index : <*>",23
c1caec7f,"cancelNotification , cancelNotificationLocked , callingUid = <*> , callingPid = <*>",2
4bfe179a,"cancelNotificationLocked called , tell the app , reason = <*>",2
b8bbe113,cancelNotificationLocked : <*> | <*> | <*> |null| <*>,2
7046fbd3,"cancelNotificationLocked , remove = <*>",2
7fa6532e,applyOptionsLocked : Unknown animationType = <*>,2
43d13f19,"flingToHeight : vel = <*> . <*> , expand = false , target = <*> . <*> , collapseSpeedUpFactor = <*> . <*> , expandBecauseOfFalsing = false",1
d302c902,"Taking screenshot from Surface with crop : [Rect( <*> , <*> - <*> , <*> )] , width : [ <*> ] , height : [ <*> ] , minLayer : [ <*> ] , maxLayer : [ <*> ] , inRotation : [false] , rot : [ <*> ]",4
1afdbdb3,removeNotification : <*> | <*> | <*> |null| <*>,2
82d8584d,"updateNotificationShade : total = <*> , active = <*>",13
c57b2c39,"animateCollapsePanels : flags = <*> , force = false , delayed = false , mExpandedVisible = true",1
d086f104,The change in focus caused us to need to do a layout begin,6
681e150e,The change in focus caused us to need to do a layout end,6
b4f3261c,setLightsOn(true),181
219ced65,isBluetoothA2dpOn...,1
73c3e2a9,"setDataSource( <*> , <*> , <*> )",1
99e75217,removeNotificationChildren,12
ea21d231,"Skipping , withExcluded : false , tr.intent : Intent { flg = <*> cmp = <*> /.recents.RecentsActivity bnds = [ <*> , <*> ][ <*> , <*> ] }",14
22ad0a4b,"Skipping , withExcluded : false , tr.intent : Intent { act = <*> flg = <*> cmp = <*> /.InCallActivity (has extras) }",14
044f4a17,"Skipping , withExcluded : false , tr.intent : Intent { flg = <*> cmp = <*> /. <*> (has extras) }",21
27e9ce2f,"Skipping , withExcluded : false , tr.intent : Intent { act = <*> dat = tel : xxxxxxxxxxx flg = <*> cmp = <*> /.ChooseSubActivity (has extras) }",7
e5d8364a,"Skipping , withExcluded : false , tr.intent : Intent { act = <*> dat = file : // <*> .apk typ = application <*> .android.package-archive flg = <*> cmp = <*> /.PackageInstallerActivity (has extras) }",7
b6f567e0,"getRecentTasks : num = <*> , flags = <*> , totalTasks = <*>",14
9b192cde,getRecentTasks : topActivity = ComponentInfo{ <*> <*> . <*> },14
e00e8daf,"cancelNotificationWithTag pid <*> , uid = <*> , tag = null , pkg = <*> , id = <*>",20
bf0914c0,makeExpandedInvisible : mExpandedVisible = true,3
fbb3c9bb,closeQs,12
18084d2f,instantCollapse,9
3ce5bc45,disable : < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,3
61f4273a,getTasks : caller <*> does not hold REAL_GET_TASKS ; limiting output,37
a6b9ef39,isMusicActive...,12
5f912098,"Start dump , calling from : pid = <*> , uid = <*>",1
91376784,"acquire lock = <*> , flags = <*> , tag = "" WiredAccessoryManager "" , name = android , ws = null , uid = <*> , pid = <*>",1
d53a4529,setWiredDeviceConnectionState type : <*> <*> state : <*>,2
99bf8745,"acquire lock = <*> , flags = <*> , tag = "" handleAudioEvent "" , name = android , ws = null , uid = <*> , pid = <*>",1
c19089c7,"release : lock = <*> , flg = <*> , tag = "" WiredAccessoryManager "" , name = android "" , ws = null , uid = <*> , pid = <*>",1
246abfc6,"ActivityManagerService , attachApplication , callingPid = <*>",4
1d89100b,"acquire lock = <*> , flags = <*> , tag = "" AudioMix "" , name = audioserver , ws = null , uid = <*> , pid = <*>",5
1e60f81b,"release : lock = <*> , flg = <*> , tag = "" handleAudioEvent "" , name = android "" , ws = null , uid = <*> , pid = <*>",1
ce34163a,isBluetoothScoOn...,1
a8bea94c,getLastAudibleStreamVolume treamType : <*>,9
abc7d3fc,getDevicesForStream streamType : <*>,2
369d5eff,cleanUpApplicationRecord -- <*>,6
9ad2bd58,"cleanUpApplicationRecordLocked , pid : <*> , restart : false",6
e2ee543c,"cleanUpApplicationRecordLocked , reset pid : <*> , euid : <*>",6
33e15bd0,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested = false,6
7735d2c2,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount = <*>,6
eadc277d,getMode...,1
c2e5c26b,setSpeakerphoneOn on : true,2
995223e0,"sending alarm Alarm{ <*> type <*> when <*> PendingIntent{ <*> : PendingIntentRecord{ <*> android broadcastIntent}}} , repeatInterval = <*> , listenerTag = time_tick",3
4b84fef5,Received TIME_TICK alarm ; rescheduling,3
215c579a,scheduleTimeTickEvent triggerAtTime = <*>,3
7233f052,received broadcast <*>,4
3e03b5e1,handleTimeUpdate,3
8d9d3cbd,Destroying surface Surface(name = PopupWindow : <*> ) called by <*> : <*> <*> : <*> <*> : <*> <*> : <*> <*> : <*> <*> : <*> <*> : <*> <*> : <*>,14
bdc1b509,"sending alarm Alarm{ <*> type <*> when <*> PendingIntent{ <*> : PendingIntentRecord{ <*> <*> broadcastIntent}}} , repeatInterval = <*> , listenerTag = null",2
5866ae57,Killing <*> : <*> <*> (adj <*> ) : empty for 1810s,1
ed47045b,Unable to start service Intent { act = <*> cmp = <*> <*> . <*> } U = <*> : not found,1
13d3f523,unregisterAudioFocusListener...,1
504c331a,abandonAudioFocus,1
34b49698,"[HSM] stayAwake false uid : <*> , pid : <*>",1
037f0ad7,Pid : <*> MediaPlayer destructor,1
128a9b2b,Process <*> : qzone (pid <*> ) has died,1
abb3e55e,Scheduling restart of crashed service <*> <*> . <*> in 1000ms,1
ace4ec29,"new Process app = ProcessRecord{ <*> <*> : <*> : qzone <*> } , name : <*> : qzone , euid : <*>",1
b8fa508f,Start proc <*> : <*> : qzone <*> for service <*> <*> . <*>,1
9c2f8526,"animateCollapsePanels : flags = <*> , force = false , delayed = false , mExpandedVisible = false",5
2f7f5073,enqueueNotificationInternal : pkg = <*> id = <*> notification = Notification(pri = <*> contentView = null vibrate = [ <*> ] sound = null tick defaults = <*> flags = <*> color = <*> vis = PRIVATE),1
86519d3c,enqueueNotificationInternal : n.getKey = <*> | <*> | <*> |null| <*>,2
99718fbd,getRingerMode...,3
16100fb3,addNotification key = <*> | <*> | <*> |null| <*>,2
3a97dc6f,mHeadsUpExistenceChangedRunnable,4
29514423,<*> king notification as seen <*> | <*> | <*> |null| <*>,2
36dc96c6,onNotificationExpansionChanged called,2
3e8d2fef,"START u0 {act = <*> cat = [ <*> ] flg = <*> cmp = <*> <*> bnds = [ <*> , <*> ][ <*> , <*> ]} from uid <*> on display <*>",2
b8e93f2c,"ACTIVITY check resid : <*> , size = <*>",2
01b208ef,shouldBlockLocation ret : true,4
0a050854,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
11a000f2,getCellLocation is blocked by permission manager uid : <*> pid : <*>,1
d639dd08,isWiredHeadsetOn...,1
3af44e14,getStreamVolume treamType : <*>,1
549dc50b,"updateIsPoweredLocked : wasPowered = false , mIsPowered = false , oldPlugType = <*> , mPlugType = <*> , mBatteryLevel = <*>",1
a501063b,ACTION_BATTERY_CHANGED AMP : <*> ; Volt : <*>,1
76416382,updateChargingLocked : charging = false,1
a7327cb4,"onReceive , action : <*>",1
69bd6b7e,ACTION_BATTERY_CHANGED pluggedType : <*>,1
7465dea5,ApStaDisabledState what = <*>,1
01334395,DefaultState what = <*>,1
548354d5,battery changed pluggedType : <*>,1
e9180b25,RefreshBatteryInfo isBatteryLow : <*>,2
c81be00c,ChargingSpeed Wattage : - <*> ST : <*> --> <*>,1
e23c2601,handleBatteryUpdate,1
57fc0e93,enqueueNotificationInternal : pkg = <*> id = <*> notification = Notification(pri = <*> contentView = null vibrate = [] sound = null tick defaults = <*> flags = <*> color = <*> category = msg vis = PRIVATE),1
dc6ef95a,startActivity called from non-Activity context ; forcing Intent.FLAG_ACTIVITY_NEW_TASK for : Intent { flg = <*> cmp = <*> /.ui.LauncherUI (has extras) },1
23418033,makeExpandedInvisible : mExpandedVisible = false,1
