LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
15,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,"['Successfully', 'registered', 'with', 'driver']",5a5c5838,Successfully registered with driver
16,17/06/09,20:10:42,INFO,executor.Executor,"['Starting', 'executor', 'ID', '<*>', 'on', 'host', 'mesos-slave-07']",b6e6ed50,Starting executor ID <*> on host mesos-slave-07
17,17/06/09,20:10:42,INFO,util.Utils,"['Successfully', 'started', 'service', ""'"", '<*>', ""'"", 'on', 'port', '40984.']",f5a68e94,Successfully started service <*> on port <*>
18,17/06/09,20:10:42,INFO,netty.NettyBlockTransferService,"['Server', 'created', 'on', '<*>']",03459f52,Server created on <*>
19,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,"['Trying', 'to', 'register', 'BlockManager']",17f432d4,Trying to register BlockManager
20,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,"['Registered', 'BlockManager']",1c507e44,Registered BlockManager
21,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
22,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
23,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
24,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
25,17/06/09,20:10:45,INFO,executor.Executor,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",ae0572db,Running task <*> in stage <*> (TID <*>
26,17/06/09,20:10:45,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '0.0', '(TID', '2)']",ae0572db,Running task <*> in stage <*> (TID <*>
27,17/06/09,20:10:45,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '0.0', '(TID', '1)']",ae0572db,Running task <*> in stage <*> (TID <*>
28,17/06/09,20:10:45,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '0.0', '(TID', '3)']",ae0572db,Running task <*> in stage <*> (TID <*>
29,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
30,17/06/09,20:10:45,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '0.0', '(TID', '4)']",ae0572db,Running task <*> in stage <*> (TID <*>
31,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
32,17/06/09,20:10:45,INFO,storage.MemoryStore,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', '<*>', ',', 'free', '<*>', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
33,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
34,17/06/09,20:10:46,INFO,storage.MemoryStore,"['Block', '<*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '<*>', '<*>', ',', 'free', '<*>', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
35,17/06/09,20:10:46,INFO,spark.CacheManager,"['Partition', '<*>', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
36,17/06/09,20:10:46,INFO,spark.CacheManager,"['Partition', 'rdd_2_3', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
37,17/06/09,20:10:46,INFO,spark.CacheManager,"['Partition', 'rdd_2_0', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
38,17/06/09,20:10:46,INFO,spark.CacheManager,"['Partition', 'rdd_2_2', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
39,17/06/09,20:10:46,INFO,spark.CacheManager,"['Partition', 'rdd_2_4', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,"['Input', 'split', ':', 'hdfs', ':', '//', '<*>', '/pjhe/logs/2kSOSP.log', ':', '<*>']",534e2398,Input split : hdfs : // <*> /pjhe/logs/2kSOSP.log : <*>
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,"['Input', 'split', ':', 'hdfs', ':', '//', '<*>', '/pjhe/logs/2kSOSP.log', ':', '14584+7292']",534e2398,Input split : hdfs : // <*> /pjhe/logs/2kSOSP.log : <*>
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,"['Input', 'split', ':', 'hdfs', ':', '//', '<*>', '/pjhe/logs/2kSOSP.log', ':', '0+7292']",534e2398,Input split : hdfs : // <*> /pjhe/logs/2kSOSP.log : <*>
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,"['Input', 'split', ':', 'hdfs', ':', '//', '<*>', '/pjhe/logs/2kSOSP.log', ':', '7292+7292']",534e2398,Input split : hdfs : // <*> /pjhe/logs/2kSOSP.log : <*>
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,"['Input', 'split', ':', 'hdfs', ':', '//', '<*>', '/pjhe/logs/2kSOSP.log', ':', '29168+7292']",534e2398,Input split : hdfs : // <*> /pjhe/logs/2kSOSP.log : <*>
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"['Block', 'broadcast_8_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '21.4', '<*>', ',', 'free', '35.4', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"['Block', 'broadcast_8', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '281.6', '<*>', ',', 'free', '317.0', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"['<*>', 'is', 'deprecated.', 'Instead', ',', 'use', '<*>']",70159af5,"<*> is deprecated. Instead , use <*>"
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"['<*>', 'is', 'deprecated.', 'Instead', ',', 'use', '<*>']",70159af5,"<*> is deprecated. Instead , use <*>"
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"['<*>', 'is', 'deprecated.', 'Instead', ',', 'use', '<*>']",70159af5,"<*> is deprecated. Instead , use <*>"
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"['<*>', 'is', 'deprecated.', 'Instead', ',', 'use', '<*>']",70159af5,"<*> is deprecated. Instead , use <*>"
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"['<*>', 'is', 'deprecated.', 'Instead', ',', 'use', '<*>']",70159af5,"<*> is deprecated. Instead , use <*>"
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_0_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '93.0', '<*>', ',', 'free', '317.1', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_0', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '384.0', '<*>', ',', 'free', '317.5', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_4_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '95.0', '<*>', ',', 'free', '317.6', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_4', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '384.0', '<*>', ',', 'free', '318.0', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_3_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '152.0', '<*>', ',', 'free', '318.1', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_3', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '384.0', '<*>', ',', 'free', '318.5', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_1_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '107.0', '<*>', ',', 'free', '318.6', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_1', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '384.0', '<*>', ',', 'free', '319.0', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_2_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '93.0', '<*>', ',', 'free', '319.0', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'broadcast_2', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '384.0', '<*>', ',', 'free', '319.4', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
74,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
75,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
76,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
77,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
78,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'rdd_2_2', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '850.0', '<*>', ',', 'free', '320.3', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'rdd_2_3', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '930.0', '<*>', ',', 'free', '321.2', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'rdd_2_1', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '935.0', '<*>', ',', 'free', '322.1', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'rdd_2_0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '913.0', '<*>', ',', 'free', '323.0', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"['Block', 'rdd_2_4', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '890.0', '<*>', ',', 'free', '323.8', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
84,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
85,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
86,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
87,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
88,17/06/09,20:10:48,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
89,17/06/09,20:10:48,INFO,executor.Executor,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
90,17/06/09,20:10:48,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '0.0', '(TID', '1).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
91,17/06/09,20:10:48,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '0.0', '(TID', '2).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
92,17/06/09,20:10:48,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '0.0', '(TID', '4).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
93,17/06/09,20:10:48,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '0.0', '(TID', '0).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
95,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '1.0', '(TID', '42)']",ae0572db,Running task <*> in stage <*> (TID <*>
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
97,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '1.0', '(TID', '56)']",ae0572db,Running task <*> in stage <*> (TID <*>
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
100,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '1.0', '(TID', '69)']",ae0572db,Running task <*> in stage <*> (TID <*>
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
102,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '1.0', '(TID', '78)']",ae0572db,Running task <*> in stage <*> (TID <*>
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
104,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '1.0', '(TID', '79)']",ae0572db,Running task <*> in stage <*> (TID <*>
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"['Block', 'broadcast_10_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.8', '<*>', ',', 'free', '329.6', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"['Block', 'broadcast_10', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '9.6', '<*>', ',', 'free', '339.2', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
108,17/06/09,20:10:52,INFO,storage.BlockManager,"['Found', 'block', '<*>', 'locally']",d7f24216,Found block <*> locally
109,17/06/09,20:10:52,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_3', 'locally']",d7f24216,Found block <*> locally
110,17/06/09,20:10:52,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_4', 'locally']",d7f24216,Found block <*> locally
111,17/06/09,20:10:52,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_2', 'locally']",d7f24216,Found block <*> locally
112,17/06/09,20:10:52,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_1', 'locally']",d7f24216,Found block <*> locally
113,17/06/09,20:10:52,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-4131', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
114,17/06/09,20:10:52,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-4122', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
115,17/06/09,20:10:52,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-4121', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
116,17/06/09,20:10:52,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-4138', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
117,17/06/09,20:10:52,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-4134', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
118,17/06/09,20:10:52,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '1.0', '(TID', '79).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
119,17/06/09,20:10:52,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '1.0', '(TID', '56).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
120,17/06/09,20:10:52,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '1.0', '(TID', '42).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
121,17/06/09,20:10:52,INFO,executor.Executor,"['Finished', 'task', '3.0', 'in', 'stage', '1.0', '(TID', '78).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
122,17/06/09,20:10:52,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '1.0', '(TID', '69).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
124,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '2.0', '(TID', '87)']",ae0572db,Running task <*> in stage <*> (TID <*>
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
126,17/06/09,20:10:52,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '2.0', '(TID', '101)']",ae0572db,Running task <*> in stage <*> (TID <*>
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
