EventId,EventTemplate
c4f10e9e,-[UABestAppSuggestionManager notifyBestAppChanged : type : options : bundleIdentifier : activityType : dynamicIdentifier : when : confidence : deviceName : deviceIdentifier : deviceType : ] (null) UASuggestedActionType = <*> (null)/(null) opts = (null) when = <*> +0000 confidence = <*> from = (null)/(null) (UABestAppSuggestionManager.m #319)
187f4d4c,en0 : channel changed to <*>
8d03ae48,ARPT : <*> : AQM agg results 0x8001 len hi/lo : 0x0 <*> BAbitmap(0-3) <*> <*> <*> <*>
77f8cc9b,"CCFile : : captureLog Received Capture notice id : <*> , reason = AuthFail : sts : 5_rsn : <*>"
2782e72c,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED
8b19a29f,Unrecognized attribute value : t : AbchPersonItemType
706ee61e,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure : Error Domain = <*> Code = <*> "" Account identity not set "" UserInfo = {NSDescription = Account identity not set}"
64822c3f,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef , CFStringRef) : failed to create global data"
450fd048,<*> : <*> : <*> : BTLE scanner Powered On
bff45e97,button report : <*>
14f0234b,<*> : <*> : 51.293 : BTLE discovered device with hash <01faa200 <*> 0000>
719e0484,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain = NSOSStatusErrorDomain Code = -50 "" query missing class name "" (paramErr : error in user parameter list) UserInfo = {NSDescription = query missing class name}"
ec6b9b15,Location icon should now be in state 'Inactive'
ff820fbe,"ARPT : <*> : wl0 : setup_keepalive : interval <*> , retry_interval <*> , retry_count <*>"
069602c1,ARPT : <*> : wl0 : MDNS : <*> Addr : <*>
086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>
60c42900,"Setting BTCoex Config : enable_2G : <*> , profile_2g : <*> , enable_5G : <*> , profile_5G : <*>"
a08627f9,Captive : [CNInfoNetworkActive : 1748] en0 : SSID 'CalVisitor' making interface primary (cache indicates network not captive)
ffb67223,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO
933ce84f,-[NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.
7fa1ce99,<*> : <*> : 19.229 : Finished generating hashes
ddbdf16d,Captive : CNPluginHandler en0 : Evaluating
a59c1e06,tcp_connection_destination_perform_socket_connect <*> connectx to <*> @0 failed : [50] Network is down
351d6ce8,AirPort : Link Down on en0. Reason <*> (Disassociated because station leaving).
0b031b5b,"USBMSC Identifier (non-unique) : <*> 0x5ac 0x8406 0x820 , <*>"
e06807ec,CCXPCService : : setStreamEventHandler Registered for notification callback.
745d0e31,<*> : WARNING : dns_config_service_posix.cc(306)] Failed to read DnsConfig.
b4e808d7,Saw change in network reachability (isReachable = <*>
23d6730c,[HID] [ATC] AppleDeviceManagementHIDEventService : : processWakeReason Wake reason : Host (0x01)
3cb775c7,en0 : BSSID changed to 5c : <*> : <*> : <*> : bc : <*>
3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
f63e1b3f,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
a80b38b4,"RTC : Maintenance <*> <*> : <*> : <*> , sleep <*> <*> : <*> : <*>"
16771da2,RTC : PowerByCalendarDate setting ignored
36c1de5d,en0 : 802.11d country code set to <*>
2a7db432,"ARPT : <*> : wl0 : setup_keepalive : Seq : <*> , Ack : <*> , Win size : <*>"
2873629b,[HID] [MT] AppleMultitouchDevice : : willTerminate entered
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback
90b785e6,PMStats : Hibernate read took <*> ms
6bf65ed1,dnssd_clientstub ConnectToServer : connect() failed path : /var/run/mDNSResponder Socket : <*> Err : -1 Errno : <*> Operation not permitted
7b7be107,"pages <*> , wire <*> , act <*> , inact <*> , cleaned <*> spec <*> , zf <*> , throt <*> , compr <*> , xpmapped <*>"
c244038a,"VDCAssistant : Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)"
9683e908,handle_will_sleep_auth_and_shield_windows : Reordering authw 0x7fa823a04400(2004) (lock state : 3)
4e4c33f3,"<*> .133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl = 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg : ] Checking with local engine : <KSUpdateEngine : 0x100259c60 ticketStore = <KSPersistentTicketStore : 0x100253770 store = <KSKeyedPersistentStore : 0x100254d10 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore "" lockFile = <KSLockFile : 0x100254d80 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/ <*> "" locked = NO > >> processor = <KSActionProcessor : 0x100259e70 delegate = <KSUpdateEngine : 0x100259c60> isProcessing = NO actionsCompleted = <*> progress = 0.00 errors = <*> currentActionErrors = <*> events = <*> currentActionEvents = <*> actionQueue = ( ) > delegate = (null) serverInfoStore = <KSServerPrivateInfoStore : 0x1002594d0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers "" > errors = <*> >"
fab681a7,-[ISGenerateImageOp generateImageWithCompletion : ] Failed to composit image for descriptor <ISBindingImageDescriptor : <*>
28636fa8,Error returned from iconservicesagent : (null)
32614d3a,tcp_connection_tls_session_error_callback_imp <*> <*> error <*>
6f2ead77,"SecOSStatusWith error : [-50] Error Domain = NSOSStatusErrorDomain Code = -50 "" query missing class name "" (paramErr : error in user parameter list) UserInfo = {NSDescription = query missing class name}"
9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
54b3c453,WARNING : Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.
b01e6099,"device_generate_desktop_screenshot : authw <*> , shield <*>"
008e2106,[ <*> ] [Refusing to parse response to PROPPATCH because of content-type : [text/html ; charset = UTF-8].]
4b6a2516,"NETWORK : requery , <*> , <*> , <*> , <*> , <*> , items , fQueryRetries , <*> , fLastRetryTimestamp , <*>"
ed85e5e0,Previous sleep cause : <*>
7e1bce0a,Wake reason : <*> <*>
aabe1713,Apple <*> nderboltNHIType2 : : prePCIWake - power up complete - took <*> us
9274525d,network changed : <*> : <*> ) <*> : <*> : f140 : <*> : <*> : c6b3 : 1ff : fecd : 467f) DNS! Proxy SMB
038257e5,hibernate_page_list_setall found pageCount <*>
ce00bd46,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService : : start Could not make a string from out connection notification key
20920613,en0 : BSSID changed to <*> <*> <*> : <*> : <*> : <*> : <*>
df811d53,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000
e133f2cc,"<*> .676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl = 2] -[KSAgentApp updateProductWithProductID : usingEngine : ] Checking for updates for "" <*> "" using engine <KSUpdateEngine : 0x100313e70 ticketStore = <KSPersistentTicketStore : 0x100332a60 store = <KSKeyedPersistentStore : 0x100315fa0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore "" lockFile = <KSLockFile : 0x1003176d0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/ <*> "" locked = NO > >> processor = <KSActionProcessor : 0x1003143e0 delegate = <KSUpdateEngine : 0x100313e70> isProcessing = NO actionsCompleted = <*> progress = 0.00 errors = <*> currentActionErrors = <*> events = <*> currentActionEvents = <*> actionQueue = ( ) > delegate = (null) serverInfoStore = <KSServerPrivateInfoStore : 0x100311a10 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers "" > errors = <*> >"
97e796cf,<*> <*> : <*> : <*> | I | VoipWrapper | DAVEngineImpl.cpp : <*> : Close | close video chat. ll <*> endUIN = <*>
27ddfa26,"ARPT : <*> : IOPMPowerSource Information : onSleep , SleepType : Normal Sleep , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,"
c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event
0e62e1b0,<*> : <*> : <*> : Discoverable mode changed to Off
5388f853,tcp_connection_handle_connect_conditions_bad <*> failed : <*> - No network route
6f1b37d9,Captive : CNPluginHandler en0 : Authenticated
db8e426f,ARPT : <*> : wl0 : setup_keepalive : Local IP : <*>
cfcd2084,0
d9d3c566,network changed : DNS* Proxy
b5dd3697,ASL Sender Statistics
f8e1babe,<*> .516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl = 2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath : error : ] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id : <*>
9a971984,"<*> <*> <*> [lvl = 2] -[KSUpdateEngine updateAllExceptProduct : ] KSUpdateEngine updating all installed products , except : ' <*> '."
f2154fae,<*> <*> <*> [lvl = 2] main() ksfetch fetching URL (<NSMutableURLRequest : <*> { URL : https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> }) to folder : <*>
b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
9025b468,<*> : <*> : <*> <<<< IQ-CA >>>> piqca_setUsePreQueue : <*> rejecting report of layer being serviced - IQ has not yet begun to update
bc377845,<*> : <*> : <*> <*> signalled err = -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/ <*> /Sources/CoreMedia/ <*> /Prototypes/Player/FigPlayer_Async.c line <*>
dceb8db9,KeychainGetICDPStatus : keychain : -25300
1c112b85,host connection <NSXPCConnection : 0x7fddbbb015c0> connection from pid <*> invalidated
8ecb8340,Error in CoreDragRemoveReceiveHandler : -1856
78db7f76,ARPT : <*> : wl0 : leaveModulePoweredForOffloads : Wi-Fi will stay on.
d414287e,"ARPT : <*> : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , 'ExternalConnected' : Yes , 'TimeRemaining' : <*> ,"
89879663,Captive : CNPluginHandler en0 : Inactive
fee107bd,in6_unlink_ifa : IPv6 address <*> has no prefix
edac156e,"PBRequester failed with Error Error Domain = NSURLErrorDomain Code = -1001 "" The request timed out. "" UserInfo = {NSUnderlyingError = <*> {Error Domain = kCFErrorDomainCFNetwork Code = -1001 "" The request timed out. "" UserInfo = {NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorCodeKey = -2102 , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The request timed out.}} , NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = -2102 , NSLocalizedDescription = The request timed out.}"
e2e47dba,"device_generate_lock_screen_screenshot : authw <*> , <*> , <*> , <*> shield <*> , dev [1440 , 900]"
5e836e20,<*> <*> <*> [lvl = 2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.
a98dcd60,<*> : <*> : <*> FigAgglomeratorSetObjectForKey signalled err = -16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/ <*> /Sources/CoreMedia/ <*> /Prototypes/LegibleOutput/FigAgglomerator.c line <*>
38cc1980,<*> : <*> : <*> : BTLE scanner Powered Off
5fb724b5,"PBRequester failed with Error Error Domain = NSURLErrorDomain Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSUnderlyingError = <*> {Error Domain = kCFErrorDomainCFNetwork Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorCodeKey = <*> , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}} , NSErrorFailingURLStringKey = https : // <*> <*> , NSErrorFailingURLKey = https : // <*> <*> , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}"
61236f99,ARPT : <*> : AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0
3f143fab,Received Capture Event
ee4abbb4,<*> : <*> : <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted : unexpected preroll-complete notification
9d914035,"Configuration Notice : ASL Module "" <*> "" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
2e5f8b12,<*> : <*> : <*> : Scanning mode Contacts Only
9d73cf15,<*> : <*> : <*> : BTLE scanning stopped
b35055fa,wake time set <*> s
3161ee1d,[HID] [MT] MTActuatorManagement : : getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.
b55bb91d,AppleCamIn : : handleWakeEvent_gated
d1362ebb,<*> : <*> : <*> : Purged contact hashes
95013554,<*> : <*> : <*> : BTLE scanning started
b59add5a,"IOPMrootDomain : idle cancel , state <*>"
a96b45b8,ARPT : <*> : ARPT : Wake Reason : Wake on TCP Timeout
304bac01,"hibernate_alloc_pages act <*> , inact <*> , anon <*> , throt <*> , spec <*> , wire <*> , wireinit <*>"
f02cd572,hibernate_teardown_pmap_structs done : last_valid_compact_indx <*>
1846d156,enabling pid = <*> for plug-in <*> (1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/ <*>
2b927e17,"<*> .730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl = 2] -[KSAgentApp performSelfUpdateWithEngine : ] Checking for self update with Engine : <KSUpdateEngine : 0x10062de70 ticketStore = <KSPersistentTicketStore : 0x1005206e0 store = <KSKeyedPersistentStore : 0x1005282c0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore "" lockFile = <KSLockFile : 0x100510480 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/ <*> "" locked = NO > >> processor = <KSActionProcessor : 0x10062e060 delegate = <KSUpdateEngine : 0x10062de70> isProcessing = NO actionsCompleted = <*> progress = 0.00 errors = <*> currentActionErrors = <*> events = <*> currentActionEvents = <*> actionQueue = ( ) > delegate = (null) serverInfoStore = <KSServerPrivateInfoStore : 0x10062d2d0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers "" > errors = <*> >"
edeae1dd,<*> .940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl = 2] -[KSOmahaServer updateInfosForUpdateResponse : updateRequest : infoStore : upToDateTickets : updatedTickets : events : errors : ] Response passed CUP validation.
fffb2f9d,"Opened file <*> , size <*> , extents <*> , maxio <*> ssd <*>"
32a2d161,"NETWORK : no response from server , reachability , <*> , queryRetries , <*>"
58837736,"Unexpected payload found for message <*> , dataLen <*>"
a8f7ad6a,CCFile : : captureLog
5cd05322,en0 : Supported channels <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
a160f0bd,ARPT : <*> : AirPort_Brcm43xx : : powerChange : System Wake - Full Wake/ Dark Wake / Maintenance wake
49a3bab2,Internal name did not resolve to internal address!
59b00096,Service exited with abnormal code : <*>
e8fc3aab,Central manager is not powered on
cf7f7ec9,"CCFile : : captureLogRun Skipping current file Dir file <*> , <*> , <*> , Current File <*> , <*> , <*>"
002e432e,"CCFile : : copyFile fileName is <*> , <*> , <*> , source path : /var/log/CoreCapture/ <*> <*> , <*> , <*> , dest path : /Library/Logs/CrashReporter/CoreCapture/ <*> <*> , <*> , <*> = AssocFail : sts : 2_rsn : <*> , <*> , <*>"
c583148f,ARPT : <*> : framerdy 0x0 bmccmd <*> framecnt <*>
b330c15a,<IMMacNotificationCenterManager : 0x7ff1b2e00ba0> : DND Enabled : YES
4c343811,<*> : <*> : <*> : Starting AirDrop server for user <*> on wake
9e4b0c19,ARPT : <*> : wl0 : setup_keepalive : Remote IP : <*>
5149a9eb,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead : ByteStream read of <*> bytes @ <*> took 1.053312 secs. to complete , <*> reads > = <*> sec."
3983e29e,network changed : v4(en0 : <*> ) v6(en0! : <*> : f140 : <*> : <*> : f1dc : a608 : <*> : 19ad) DNS Proxy SMB
d6337bb0,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
77d89191,"CCFile : : copyFile fileName is <*> , <*> , <*> , source path : /var/log/CoreCapture/ <*> <*> , <*> , <*> , dest path : /Library/Logs/CrashReporter/CoreCapture/ <*> <*> , <*> , <*> = AuthFail : sts : <*> : <*> , <*> , <*>"
f11f980f,"CCLogTap : : profileRemoved , Owner : <*> , Name : OneStats"
e5bec8ad,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead : ByteStream read of <*> bytes @ <*> took <*> sec. to complete , <*> reads > = 0.5 sec."
e708fef0,network changed : v6(en0- : <*> : f140 : <*> : <*> : d8d1 : d506 : <*> : 43e4) DNS- Proxy-
aedf9975,ARPT : <*> : wlc_dump_aggfifo :
a52cc23a,<*> : <*> : <*> <<<< CRABS >>>> crabsFlumeHostUnavailable : [0x7f961cf08cf0] Byte flume reports host unavailable.
0b0e3880,"doSaveChannels@286 : Will write to : <*> , <*> , <*> - AuthFail : sts : 5_rsn : 0.xml"
c2fd4467,tcp_connection_destination_perform_socket_connect <*> connectx to <*> @0 failed : [51] Network is unreachable
0de6b8d2,"[CardDAVPlugin-ERROR] -getPrincipalInfo : [_controller supportsRequestCompressionAtURL : https : //13957525385%40163.com@ <*> /874161398/principal/] Error Domain = NSURLErrorDomain Code = -1001 "" The request timed out. "" UserInfo = {NSUnderlyingError = 0x7f9af3646900 {Error Domain = kCFErrorDomainCFNetwork Code = -1001 "" The request timed out. "" UserInfo = {NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorCodeKey = -2102 , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The request timed out.}} , NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = -2102 , NSLocalizedDescription = The request timed out.}"
5d46a893,hibernate image path : /var/vm/sleepimage
033571d6,hibernate_flush_memory : buffer_cache_gc freed up <*> wired pages
d911dadc,"hibernate_machine_init pagesDone <*> sum2 <*> , time : <*> ms , disk(0x20000) <*> Mb/s , comp bytes : <*> time : <*> ms <*> Mb/s , crypt bytes : <*> time : <*> ms <*> Mb/s"
b2cad30f,ASSERTION FAILED : dvcAddrRef ! = ((void *)0) -[DriverServices getDeviceAddress : ] line : <*>
164db6d5,hibernate_machine_init reading
86b99cc5,assertion failed : 15G1510 : <*> + <*> [10D2E324-788C-30CC-A749-55AE67AEC7BC] : 0x7fc235807b90
b55176d9,jemmytest
2bd47c8f,<*> took <*> ms
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****
15e691e2,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****
068626ae,hciControllerOnline ; HID devices? <*>
c17f6d5d,INIT -- Host controller is published
ff952dec,"polled file major <*> , minor <*> , blocksize <*> , pollers <*>"
d960bc67,BuildActDeviceEntry exit
6fc3ba03,"ARPT : 683604.474196 : IOPMPowerSource Information : onSleep , SleepType : Standby , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,"
eda92f2d,AppleActuatorHIDEventDriver : message service is terminated
fdb9ec31,"CCFile : : captureLog Received Capture notice id : 1499133420.914478 , reason = DeauthInd : sts : 0_rsn : <*>"
34fcefec,payload Data <*> <*>
ef40e6bc,WARNING : hibernate_page_list_setall skipped <*> xpmapped pages
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback
773e06a3,BuildActDeviceEntry enter
c55bfc85,(ImportBailout.Error : 1331) Asked to exit for Diskarb
4e0f59cc,<*> .378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl = 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) : {( <KSTicket : 0x10053b310 productID = <*> version = <*> xc = <KSPathExistenceChecker : 0x10053ac30 path = /Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url = https : // <*> /service/update2 creationDate = <*> ticketVersion = <*> > )} Using server : <KSOmahaServer : 0x100248090 engine = <KSUpdateEngine : 0x1007249c0> >
fca44f7c,KeychainGetICDPStatus : status : off
a2c51c47,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> <*> oder.xpc/Contents/MacOS/ <*> <*> oder error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
ddd02900,ARPT : <*> : AirPort_Brcm43xx : : powerChange : System Sleep
276998fe,Checking iCDP status for DSID <*> (checkWithServer = 0)
46bf847a,network changed : <*> <*> <*> <*> v6(en0- : <*> : f140 : <*> : <*> : c6b3 : 1ff : fecd : 467f) DNS- Proxy-
31d20ea1,network changed : DNS*
99ee415a,"<*> .924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl = 2] +[KSCodeSigningVerification verifyBundle : applicationId : error : ] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[ <*> ] exists and certificate leaf[ <*> ] exists and certificate leaf[subject.OU] = "" EQHXZ8M8AV "" and (identifier = "" <*> "" )'"
4db3862b,<*> .121 ksfetch[34604/0x7fff79824000] [lvl = 2] main() ksfetch done fetching.
d382d648,network changed : v4(en0! : <*> ) DNS+ Proxy+ SMB
e533e34c,-[SOAPParser : <*> parser : didStartElement : namespaceURI : qualifiedName : attributes : ] Type not found in EWSItemType for ExchangePersonIdGuid (t : ExchangePersonIdGuid)
be17cecd,"CCFile : : captureLog Received Capture notice id : <*> , reason = AssocFail : sts : <*> : <*>"
2d29edc3,"CCLogTap : : profileRemoved , Owner : <*> , Name : IO80211AWDLPeerManager"
5a5f25d8,extension <*> -> (null)
60ac942b,"[Accounts] Current connection , <NSXPCConnection : <*> connection from pid <*> , doesn't have account access."
96c46032,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8 , error : Error Domain = ABAddressBookErrorDomain Code = <*> "" (null) """
dcbf6024,Session <*> created
cd52f46e,"<*> <*> <*> [lvl = 2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate : ] KSOutOfProcessFetcher fetch ended for URL : "" https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> """
ce6761e0,CGXDisplayDidWakeNotification <*> : posting kCGSDisplayDidWake
dfcdcbbe,Peripheral manager is not powered on
67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
031fc000,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite' : '4023' is not a valid type name.
a62b7a64,objc[35391] : Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
681abeff,Invalidating watch set.
9e125867,objc[35448] : Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
ccc70a93,<*> : <*> : 06.178 : Started generating hashes
f7146a7c,<*> is deprecated for NSScrollWheel. Please use <*>
f9ec9aea,[00 : <*> : 42.167] (Fig) signalled err = -12871
